name	sign	syllabic	PREFIX	POSTFIX	meszl	unicode	compound	sumerogram1	sumerogram2	sumerogram3	sumerogram4	sumerogram5	sumerogram6	sumerogram7	sumerogram8	sumerogram9	sumerogram10	sumerogram11	sumerogram12	sumerogram13	sumerogram14																											
AN.ŠE.NAGA	𒀭𒊺𒉀				010+579+293	U+1202D & U+122BA & U+12240	True	NANIBGAL2																																								
AN.MUŠ	𒀭𒈲				010+585	U+1202D & U+12232	True	KUNIGARA2																																								
AN.RI8	𒀭𒈶				010+586	U+1202D & U+12236	True	AN.MUŠ over  MUŠ	KUNIGARA4																																							
AN.IM.MI	𒀭𒅎𒈪				010+641+681	U+1202D & U+1214E & U+1222A	True	dANZU2	dANZUD2																																							
AN.IM.DUGUD	𒀭𒅎𒂂				010+641+704	U+1202D & U+1214E & U+12082	True	dANZU	dANZUD																																							
AN.DIŠ.AN	𒀭𒁹𒀭				010+748+010	U+1202D & U+12079 & U+1202D	True	TILLA3																																								
AN.MEŠ	𒀭𒈨𒌍				010+754	U+1202D & U+12228 & U+1230D	True	AN.ME.EŠ	ILI7																																							
AN.A.NU	𒀭𒀀𒉡				010+839+112	U+1202D & U+12000 & U+12261	True	ANU																																								
AN.A.ENGUR	𒀭𒀀𒇉				010+839+756	U+1202D & U+12000 & U+121C9	True	ITI4	ITA4	dID2	ITU4																																					
AŠ.ŠUR	𒀸𒋩				011	U+12038 & U+122E9	True	AŠ+SUR																																								
ZADIM	𒈯				013	U+1222F	False	MUG  gunû	UTTU4																																							
ZADIM.KASKAL	𒈯𒆜				013+302	U+1222F & U+1219C	True	KIŠI13																																								
ABZU	𒍪𒀊				015+223	U+1236A & U+1200A	True	ZU.AB	ZU+AB																																							
SU over SU	𒋣				016	U+122E3	False	E6																																								
SU.SU	𒋢𒋢				016+016	U+122E2 & U+122E2	True	E6																																								
SU.KUR.RU	𒋢𒆳𒊒				016+578+111	U+122E2 & U+121B3 & U+12292	True	SUD3	ŠURUPPAK	ŠURIPPAK	ŠURUPAK	ŠURIPAK																																				
SU.A	𒋢𒀀				016+839	U+122E2 & U+12000	True	AKTUM2																																								
ŠEN	𒊿				017	U+122BF	False	SU x A	DUR6	SUN6	ŠAN3	ŠIN	ŠUN																																			
ARAD	𒀴				018	U+12034	False	ARDA	ER3	ERAD	ERI3	ERU	ERUM	IR3	NINTAḪ2	NIT2	WAR3																															
ARAD x ŠE	𒀴  x 𒊺				018 (sign ARAD)	U+12034 & U+0020 & U+0020 & U+0078 & U+0020 & U+122BA	True	IR3 x ŠE	IR11																																							
ER3	𒀴𒊏				018+511	U+12034 & U+1228F	True	ARAD.RA	ERA																																							
ARAD	𒀴𒆪				018+808	U+12034 & U+121AA	True	GALAX																																								
ARAD2	𒀵				019	U+12035	False	ARAD x KUR	URDU2																																							
ITI	𒌗		month		020	U+12317	False	UD x U.U.U	UD  x EŠ	A13	ARAḪ	TI10	U22																																			
ITI	𒌚				020	U+1231A	False	UD šeššig																																								
ITI.KUŠU2	𒌗𒆵				020	U+12317 & U+121B5	True	A13.KUŠU2	AKŠAK3																																							
ITI.AN.ŠEŠ.KI	𒌗𒀭𒋀𒆠				020+010+535+737	U+12317 & U+1202D & U+122C0 & U+121A0	True	ITI.DINGIR.NANNA	ID9																																							
ITI.KID	𒌗𒆤				020+494	U+12317 & U+121A4	True	NIGIN10	NIMGIN10	NINGIN10																																						
ITI2	𒌛				021	U+1231B	False	UD šeššig x BAD	ITI xBAD	ARAḪ2	ITU2																																					
ŠUBUR	𒋚				022	U+122DA	False	SUBAR	SUBIR	SUBUR	ŠUBURA																																					
KA x AD	𒅙				024 (sign KA)	U+12159	False																																									
KA x BI	𒅟				024 (sign KA)	U+1215F	False																																									
KA x GAL	𒅣				024 (sign KA)	U+12163	False																																									
KA x GI	𒅧				024 (sign KA)	U+12167	False																																									
KA x GIŠ.SAR	𒅩				024 (sign KA)	U+12169	False																																									
KA x KID	𒅱				024 (sign KA)	U+12171	False																																									
KA x LU	𒅳				024 (sign KA)	U+12173	False																																									
KA x MI.NUNUZ	𒅹				024 (sign KA)	U+12179	False																																									
KA x SUḪUR	𒆅				024 (sign KA)	U+12185	False																																									
KA x TAR	𒆆				024 (sign KA)	U+12186	False																																									
KA x UMUM x PA	𒆊				024 (sign KA)	U+1218A	False																																									
KA x ZI	𒆌				024 (sign KA)	U+1218C	False																																									
KA.AN.NI.SI	𒅗𒀭𒉌𒋛				024+013+380+181	U+12157 & U+1202D & U+1224C & U+122DB	True	KURKU2																																								
KA.KA	𒅗𒅗				024+024	U+12157 & U+12157	True	GUGU																																								
KA.GAG	𒅗𒆕				024+379	U+12157 & U+12195	True	GUG6																																								
KA.ḪI	𒅗𒄭				024+631	U+12157 & U+1212D	True	DEMA	DEMMA	DEMMU	DEMU	DIMA	DIMMA	DIMMU	DIMU																																	
KA.DI	𒅗𒁲				024+736	U+12157 & U+12072	True	IŠTARAN																																								
KA x GIR2	𒅨				025	U+12168	False																																									
TU6	𒅲				026	U+12172	False	KA x LI	GELE3	GELI3	GILI3	MELE2	MELI2	MILI2	ZUG4																																	
KA x TU	𒅗  x 𒌅				027	U+12157 & U+0020 & U+0020 & U+0078 & U+0020 & U+12305	True																																									
KA x RU	𒅽				028	U+1217D	False	GILI4	GILIB4																																							
UŠ11	𒅜				029	U+1215C	False	KA x BAD																																								
KA x BAR	𒅞				030	U+1215E	False	KA x MAŠ																																								
NUNDUM	𒅻				031	U+1217B	False	KA x NUN	NUMDU	NUMDUM	NUMDUN	NUNDU	NUNDUN																																			
SU6	𒅾				032	U+1217E	False	KA x SA	variant ofKA  x EŠ	MANGAGA	SA17																																					
KA x KAR2	𒅤				033	U+12164	False																																									
PU3.ZUR8	𒅤𒊭				033+566	U+12164 & U+122AD	True	BUZUR4	PUZUR4																																							
KA x AD.KUG	𒅚				034	U+1215A	False	KA x AD.KU3	NIGRU																																							
KA x NE	𒅺				035	U+1217A	False	MURGU2	MURGU3	URGU2																																						
KA x UR2	𒅗  x 𒌫				036	U+12157 & U+0020 & U+0020 & U+0078 & U+0020 & U+1232B	True																																									
KA x KIB	𒅪				037	U+1216A	False	GASA	GAZA2	IBIRA																																						
KA x GAG	𒅯				038	U+1216F	False	KA x KAK	KIR14																																							
KA x UŠ	𒆋				039	U+1218B	False	DURIx																																								
KA x PA	𒅗  x 𒉺				040	U+12157 & U+0020 & U+0020 & U+0078 & U+0020 & U+1227A	True																																									
KA x GIŠ	𒅗  x 𒄑				041	U+12157 & U+0020 & U+0020 & U+0078 & U+0020 & U+12111	True																																									
KA x ŠID	𒆂				042	U+12182	False	ARA9	DILIB2	GIGURU3	SILIG6	ŠE25	ŠED14	ŠEG10	ŠILIG6	ŠIQ4																																
KA x U2	𒆈				043	U+12188	False	MUZUG5	TUKUR3	USUG5	UZUG5																																					
KA x GA	𒅢				044	U+12162	False	SUB																																								
KA x SAR	𒅿				045	U+1217F	False	MA8	MU11																																							
KA x AŠ2	𒅛				046	U+1215B	False	UŠ13	IBIRA2																																							
KA x BALAG	𒅝				047	U+1215D	False	KA x DUB2	SEG14																																							
KA x ŠA	𒆀				048	U+12180	False	MU13																																								
KA x ŠU	𒆃				049	U+12183	False																																									
KA x ŠU.ZUR8	𒆃𒊭				049+566	U+12183 & U+122AD	True	BUZUR4																																								
KA x ŠE	𒆁				050	U+12181	False	TUKUR2																																								
KA x UD	𒆉				051	U+12189	False	EMMA	EMMEN	EMMIN	ENMEN	IMMA	IMMIN	IMMEN	SI19	ZA6	ZU9																															
KA x UD.BAR	𒆉𒁇				051+121	U+12189 & U+12047	True	ZABAR3																																								
KA x PI	𒅼				052	U+1217C	False	UŠ14																																								
ME3	𒅠				053	U+12160	False	KA x ERIN2	KA  x ERIM																																							
BUN2	𒅮				054	U+1216E	False	KA x IM	BA5																																							
KA x ḪAR	𒅗  x 𒄯				055	U+12157 & U+0020 & U+0020 & U+0078 & U+0020 & U+1212F	True	MURUMx																																								
KA x U	𒆇				056	U+12187	False																																									
KA x MI	𒅸				057	U+12178	False	KAN4	KANA5																																							
KA x EŠ	𒅗  x 𒌍				058	U+12157 & U+0020 & U+0020 & U+0078 & U+0020 & U+1230D	True	MANGAGA	SU6																																							
KA x IGI	𒅭				059	U+1216D	False	SILIG7	ŠILIG7																																							
KA x KI	𒅰				060	U+12170	False																																									
EME	𒅴				061	U+12174	False	KA x ME	EM4	IM4																																						
KA x ME.DU	𒅵				061 (sign EME)	U+12175	False																																									
KA x ME.GI	𒅶				061 (sign EME)	U+12176	False																																									
KA x ME.TE	𒅷				061 (sign EME)	U+12177	False																																									
EME.	𒅴𒄀				061+141	U+12174 & U+12100	True	ULI																																								
KA x ŠE3	𒅡				062	U+12161	False	KA x KU	MA5	MU3	SUB4																																					
KA x GUR7	𒅬				063	U+1216C	False	KUGUR																																								
GU7	𒅥				065	U+12165	False	KA x NIG2	KU2	KUR8	ŠAGAR																																					
KA x KADRA	𒅦				066	U+12166	False	KA x NIG2.ŠA3.A	KA  x GAR.ŠA3.A																																							
KA x AŠ3	𒅗  x 𒐋				067	U+12157 & U+0020 & U+0020 & U+0078 & U+0020 & U+1240B	True																																									
KA x SIG	𒆄				068	U+12184	False																																									
KA x GU	𒅫				069	U+1216B	False																																									
KA x LUM	𒅗  x 𒈝				070	U+12157 & U+0020 & U+0020 & U+0078 & U+0020 & U+1221D	True																																									
URU	𒌷		city		071	U+12337	False	AL8	U19	ULU4																																						
URU x AŠGAB	𒌹				071 (sign URU)	U+12339	False																																									
URU x DUN	𒌻				071 (sign URU)	U+1233B	False																																									
URU x GAL	𒌽				071 (sign URU)	U+1233D	False																																									
URU x IM	𒍃				071 (sign URU)	U+12343	False																																									
URU x IŠ	𒍄				071 (sign URU)	U+12344	False																																									
URU x KI	𒍅				071 (sign URU)	U+12345	False																																									
URU x LUM	𒍆				071 (sign URU)	U+12346	False																																									
URU x PA	𒍈				071 (sign URU)	U+12348	False																																									
URU x ŠE	𒍉				071 (sign URU)	U+12349	False	KAPRU																																								
URU x SIG4	𒍊				071 (sign URU)	U+1234A	False																																									
URU.MEŠ	𒌷𒈨𒌍				071+754	U+12337 & U+12228 & U+1230D	True	ALA2																																								
URU x TU	𒍋				072	U+1234B	False																																									
ŠEG5	𒍋𒍋				072+072	U+1234B & U+1234B	True	ŠEŠŠEG																																								
UKKIN	𒌺				073	U+1233A	False	URU x BAR	URU  x MAŠ	KIN5	UKKIN	UNKEN	UNKIN																																			
URU x KAR2	𒌾				074	U+1233E	False	URU x GAN2tenû	RU11	URU11																																						
BANŠUR	𒍎				075	U+1234E	False	ev.GIŠGAL  x URUDU	BANSUR	SILIG5	ŠILIG5																																					
URU x GA	𒌼				076	U+1233C	False	ŠAKIR3																																								
URU2	𒍍				077	U+1234D	False	URU x UD	ERIM6	ERIN6																																						
URU x UL	𒍌				078	U+1234C	False	URU x U.GUD																																								
ASARI	𒍂				079	U+12342	False	ev.GIŠGAL  x IGI	ASAL	ASAR	ASARU	IŠḪURU2	SILIG	ŠILIG																																		
GIŠGAL	𒍇				080	U+12347	False	URU x MIN	GAL3	GISGAL	LU7																																					
URU x A	𒌸				081	U+12338	False	ARARIM	URU18	URUA																																						
URU x ḪA	𒍁				082	U+12341	False	URUŠEB	URUŠIB																																							
ERIM3	𒌿				083	U+1233F	False	URU x NIG2	ERIN3																																							
URU x GU	𒍀				084	U+12340	False																																									
KU4	𒆭				087	U+121AD	False	ḪU2																																								
KU4	𒆮				087	U+121AE	False	variantform																																								
GUR8	𒋽				088	U+122FD	False	TE gunû	GAR13	GURA8	KUR9	RU10	UR12	URU5																																		
GUR8	𒋽𒀕				088+232	U+122FD & U+12015	True	UNU7	UNUG4																																							
APIN	𒀳				090	U+12033	False	ABSIN3	BIN	ENGAR	EREŠ4	ERIŠ4	PIN	UR11	URU4	UŠ8																																
KUR2.IR.GIDIM2	𒍙				092, also 585	U+12359	False	UTUDI	UTUKI																																							
PAB.PAB.BAD squared	𒉽𒉽.𒁁squared				092+092+?	U+1227D & U+1227D & U+002E & U+12041 & U+0073 & U+0071 & U+0075 & U+0061 & U+0072 & U+0065 & U+0064	True	PAB.PAB.GURUN																																								
PAB.SIG7	𒉽𒅊				092+564	U+1227D & U+1214A	True	ISIMA	ISIMU																																							
PAB.SIG7	𒉽𒅊𒉣𒈨				092+564+143+753	U+1227D & U+1214A & U+12263 & U+12228	True	ISIMA4																																								
PAB.SIG7	𒉽𒅊𒉣𒈨𒂬				092+564+143+753+277	U+1227D & U+1214A & U+12263 & U+12228 & U+120AC	True	KUM3																																								
PAB.ŠE.PAP	𒉽𒊺𒉽				092+579+060	U+1227D & U+122BA & U+1227D	True	BULUG3 x ŠE	BULUG4	MUNU5																																						
PUŠ2	𒉽𒄬				093	U+1227D & U+1212C	True	PAB.ḪAL	BUŠ2																																							
BULUG3	𒉽𒉽				094	U+1227D & U+1227D	True	BU10	BUR13																																							
PAB.IŠ	𒉽𒅖				095	U+1227D & U+12156	True	PA6	PAD6																																							
PAB.E	𒉽𒂊				096	U+1227D & U+1208A	True	PA5	PAD5																																							
GAM3	𒆛				097	U+1219B	False	PAB.NA2	KAM4	ZU8	ZUB	ZUBI	ZUBU																																			
MU	𒈬𒍑𒌆𒉿				098+381+809+598	U+1222C & U+12351 & U+12306 & U+1227F	True	MUŠTU2																																								
MU.BU	𒈬𒁍				098+580	U+1222C & U+1204D	True	MEZE2																																								
MU.MEŠ	𒈬𒈨𒌍				098+753+711	U+1222C & U+12228 & U+1230D	True	ŠUĀTI	ŠUMĀTI	ŠUWĀTI																																						
SILA3	𒋡𒋗𒂃				099+567+298	U+122E1 & U+122D7 & U+12083	True	SAGI																																								
ŠEŠLAM	𒋂				100	U+122C2	False																																									
ZI	𒍤				101	U+12364	False																																									
NUMUN2	𒍤𒆸				102	U+12364 & U+121B8	True	ZI over  ZI.LAGAB	AŠKI	GIN4	ZUKUM	ZULUḪU3	ZULUMḪI3																																			
ZI over ZI.ŠE3	𒍤𒂠				103	U+12364 & U+120A0	True																																									
ZI over ZI.A	𒍤𒀀				104	U+12364 & U+12000	True																																									
KID2	𒋺				106	U+122FA	False	AZAD2	DA13	DAD	DAT	GID6	GUDIBIR	TAT	ṬAD	ṬAT																																
KID2	𒋺𒋺				106+106	U+122FA & U+122FA	True	TAG4.TAG4																																								
KID2.SUḪ3	𒋺𒄗				106+892	U+122FA & U+12117	True	AGAN																																								
NUN crossing NUN	𒉫				107	U+1226B	False	ADAMEN4	ADAMIN4	ERBURA	ŠED3	URGILIM																																				
NUN crossing NUN.LAGAR over LAGAR	𒉬				107 (sign NUN crossing NUN)      also      147 (sign ŠILAM)	U+1226C	False																																									
ŠED3	𒉫𒉫				107+107	U+1226B & U+1226B	True	ŠEŠŠED																																								
KAD3	𒆑				109	U+12191	False	GAT3	KAT3	KATA3	KUD6	QAT7	SASIRRA																																			
IDIM	𒅂				113	U+12142	False																																									
UŠ2	𒍗				113	U+12357	False	ARI2	BA9	ZAZ	ZEZ	ZIS	ZIZ	ZU4	ZURU9																																	
IDIM over IDIM squared	𒅄				113 (sign IDIM)	U+12144	False																																									
BAD	𒍗 squared				113, 503	U+12357 & U+0073 & U+0071 & U+0075 & U+0061 & U+0072 & U+0065 & U+0064	True	BURU7	GURUN5																																							
BAD.AŠ	𒁁𒀸				113+001	U+12041 & U+12038	True	ZAR6																																								
BAD.BAD	𒁁𒁁				113+113	U+12041 & U+12041	True	DABDA2																																								
BAD.KASKAL	𒁁𒆜				113+302	U+12041 & U+1219C	True	SAGMAŠ	ZANBUR																																							
BAD.UD	𒁁𒌓				113+596	U+12041 & U+12313	True	LUGUD																																								
BAD.MI	𒁁𒈪				113+681	U+12041 & U+1222A	True	ADAMA	ADAMU																																							
BAD.IGI.BAD	𒁁𒅆𒁁				113+724+113	U+12041 & U+12146 & U+12041	True	GURUN2																																								
EŠE3	𒑘				114	U+12458	False	AŠ+U	EŠ7																																							
TIL	𒌀				114	U+12300	False	ARI2	BA9	ZAZ	ZEZ	ZIS	ZIZ	ZU4	ZURU9																																	
NU11	𒉢				115	U+12262	False	AS5	AŠ7	SIR4	SIRU	SIRUM	ŠER	ŠUR3																																		
ŠIR over ŠIR.BUR over BUR	𒋕				115 (sign ŠIR)	U+122D5	False																																									
ŠIR.IR	𒋓𒅕				115+437	U+122D3 & U+12155	True	BURU15	GEŠNU2	GIŠNU2																																						
ŠIR.GIŠ	𒋓𒄑				115+469	U+122D3 & U+12111	True	GEŠNU	GIŠNU																																							
ŠIR.BUR	𒋓𒁓				115+559	U+122D3 & U+12053	True	BUR4																																								
ŠIR.BUR.LA	𒋓𒁓𒆷				115+559+089	U+122D3 & U+12053 & U+121B7	True	LAGAS	LAGAŠ	LAGAŠA																																						
ŠIR	𒋔				116	U+122D4	False																																									
ŠIR	𒋔𒋡				116+099	U+122D4 & U+122E1	True	GIZAL3	GIZZAL2																																							
NUMUN	𒆰				117	U+121B0	False	GU9	GUL2	KU9	KUL	KULU	NU5	NUMU	QUL	ŠABALBAL																																
TI	𒋿				118 (sign TI)	U+122FF	False	TIBNU																																								
DIN.KASKAL.U	𒁸				119+302+562+748	U+12078	False																																									
DIN.KASKAL.SIG7	𒁷𒆜𒅊				119+302+564	U+12077 & U+1219C & U+1214A	True	SAGKURUN																																								
DIN.TIR	𒁷𒌁				119+587	U+12077 & U+12301	True	GAMUN																																								
DIN.TIR.ŠAR	𒁷𒌁𒊬				119+587+541	U+12077 & U+12301 & U+122AC	True	GAMUN																																								
DIN.TIR.KI	𒁷𒌁𒆠				119+587+737	U+12077 & U+12301 & U+121A0	True	GAMUN																																								
MAŠ	𒈦				120	U+12226	False	½	BA7	BAŠ																																						
MAŠ.BAD squared	𒈦𒁁squared				120+113 (503)	U+12226 & U+12041 & U+0073 & U+0071 & U+0075 & U+0061 & U+0072 & U+0065 & U+0064	True	MAŠDU																																								
MAŠ.EN.GAG	𒈦𒂗𒆕				120+164+379	U+12226 & U+12097 & U+12195	True	MAŠDA2																																								
MAŠ.GAG	𒈦𒆕				120+379	U+12226 & U+12195	True	MAŠDA																																								
MAŠ.GAG.EN	𒈦𒆕𒂗				120+379+164	U+12226 & U+12195 & U+12097	True	MAŠDA3																																								
MAŠ.PA	𒈦𒉺				120+464	U+12226 & U+1227A	True	MAŠ3																																								
BAR.ḪU.GAG	𒁇𒄷𒆕				121+132+379	U+12047 & U+12137 & U+12195	True	NUNMELI																																								
BAR.EDIN	𒁇𒂔				121+300	U+12047 & U+12094	True	BAḪAR4																																								
BAN2	𒑏				122	U+1244F	False	BANDA2	SŪTU																																							
KUNGA2	𒁇𒀭				123	U+12047 & U+1202D	True	BAR.AN	also ŠU2.AN	KUNGI2																																						
MAŠ.GU2.GAR3	𒈦𒄘𒃼				124	U+12226 & U+12118 & U+120FC	True	DAL2	IDIGNU																																							
MAŠ.U	𒈦𒌋				125	U+12226 & U+1230B	True	GIDIM2	GIGURU2																																							
MAŠ.MAN	𒈦𒌋𒌋				126	U+12226 & U+1230B & U+1230B	True	SAGMAN	SAGMIN																																							
AG x ŠITA2	𒀟				128	U+1201F	False	AK x ŠITA.GIŠ	ME11																																							
AG x ERIM	𒀞				129	U+1201E	False	ME3																																								
MAŠ2	𒈧				130	U+12227	False	KUN8																																								
ḪU.ŠE	𒄷𒊺				132+579	U+12137 & U+122BA	True	BUR5																																								
ḪU.ŠE.ERIM	𒄷𒊺𒂟				132+579+612	U+12137 & U+122BA & U+1209F	True	BIR5																																								
ḪU.ERIM	𒄷𒂟				132+612	U+12137 & U+1209F	True	BUR5																																								
U5	𒄷𒋛				133	U+12137 & U+122DB	True	ḪU.SI	UB5																																							
NAM.SU	𒉆𒋢				134+016	U+12246 & U+122E2	True	RUG2																																								
NAM.EN	𒉆𒂗				134+164	U+12246 & U+12097	True	PALA2																																								
NAM.LUGAL	𒉆𒈗				134+266	U+12246 & U+12217	True	PALA																																								
NAM.	𒉆𒂟				134+612	U+12246 & U+1209F	True	BIR5																																								
